Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Study_Efficiency
15,88,1,1,1,8,71,2,0,1,1,1.0,1,1,2,0,3.0,2.0,1,64,1.6666666666666667
24,60,3,1,1,5,69,2,1,1,2,3.0,0,0,5,0,1.0,2.0,1,64,4.0
19,77,3,2,1,6,54,1,1,3,3,2.0,1,-1,2,0,2.0,2.0,1,66,2.7142857142857144
23,68,2,3,1,7,71,3,1,3,2,2.0,0,1,3,0,1.0,2.0,0,68,2.875
15,96,3,2,0,7,74,2,1,2,1,1.0,1,1,2,0,1.0,3.0,1,68,1.875
17,67,3,2,1,10,51,2,1,3,1,2.0,0,1,5,0,1.0,1.0,1,65,1.5454545454545454
24,71,2,2,1,5,74,2,1,1,2,2.0,1,1,3,0,1.0,1.0,1,67,4.0
18,81,2,1,1,10,55,1,1,3,1,2.0,0,-1,2,0,1.0,1.0,1,64,1.6363636363636365
30,71,3,2,1,9,95,3,0,1,2,2.0,0,0,4,0,2.0,1.0,1,70,3.0
18,68,2,3,1,8,83,1,1,1,1,2.0,0,1,2,0,2.0,1.0,1,65,2.0
21,84,2,1,0,9,53,1,1,2,2,3.0,0,-1,3,0,1.0,2.0,0,65,2.1
26,64,3,2,0,8,91,3,1,1,2,2.0,0,1,4,0,1.0,1.0,1,68,2.888888888888889
11,62,2,3,1,4,68,2,1,2,3,2.0,0,-1,3,0,1.0,2.0,1,61,2.2
9,75,3,1,0,8,61,3,1,3,2,2.0,0,0,3,0,1.0,1.0,1,63,1.0
11,89,2,2,1,5,63,2,1,0,2,2.0,0,0,2,0,2.0,1.0,0,65,1.8333333333333333
28,82,2,2,1,6,80,2,1,1,1,2.0,1,0,5,0,1.0,3.0,0,69,4.0
17,77,2,2,0,7,54,1,1,1,1,3.0,0,1,2,0,2.0,1.0,1,64,2.125
35,83,2,1,0,6,53,2,1,1,1,2.0,1,0,2,0,1.0,1.0,0,69,5.0
17,75,3,2,1,8,81,1,1,3,3,2.0,0,0,3,1,3.0,1.0,1,67,1.8888888888888888
21,97,2,3,1,7,99,3,1,1,2,3.0,0,0,1,0,3.0,2.0,1,74,2.625
29,62,3,2,1,8,74,2,1,1,1,2.0,1,-1,3,1,2.0,1.0,1,66,3.2222222222222223
32,87,2,3,1,7,71,2,1,0,3,1.0,0,0,4,1,2.0,1.0,1,72,4.0
32,96,2,1,1,7,97,1,1,1,1,2.0,0,0,5,0,2.0,2.0,1,73,4.0
27,92,3,2,0,6,62,3,1,0,2,3.0,0,1,4,0,2.0,1.0,1,73,3.857142857142857
26,67,1,2,1,5,62,3,1,0,2,2.0,0,-1,2,0,1.0,2.0,1,63,4.333333333333333
24,72,3,2,1,7,95,2,1,3,1,2.0,0,-1,2,0,3.0,1.0,1,69,3.0
25,89,1,1,1,6,82,3,1,2,1,2.0,0,0,6,0,3.0,1.0,1,71,3.5714285714285716
17,63,3,2,0,9,53,3,1,1,1,3.0,0,0,4,0,2.0,2.0,1,63,1.7
15,92,2,3,1,5,84,2,1,0,3,1.0,0,1,5,0,1.0,2.0,0,69,2.5
20,89,3,3,1,10,91,1,1,3,2,2.0,1,0,3,0,2.0,2.0,1,72,1.8181818181818181
19,89,3,1,1,7,64,2,1,2,1,2.0,0,1,4,1,3.0,2.0,0,68,2.375
17,64,1,3,0,7,69,2,1,1,2,2.0,0,-1,3,0,1.0,1.0,0,62,2.125
24,89,1,3,1,6,60,2,1,1,1,2.0,1,0,2,0,1.0,1.0,1,68,3.4285714285714284
26,87,2,2,1,8,82,3,1,1,1,2.0,0,-1,2,0,3.0,1.0,1,71,2.888888888888889
21,93,2,1,1,7,83,1,0,1,3,3.0,0,0,3,1,1.0,2.0,1,67,2.625
29,62,1,3,1,7,53,3,1,0,1,2.0,1,1,3,0,2.0,2.0,0,65,3.625
13,61,1,2,1,8,84,3,0,1,2,3.0,0,0,3,1,3.0,3.0,1,60,1.4444444444444444
19,75,2,3,1,8,83,3,1,2,3,2.0,0,0,2,0,1.0,1.0,1,68,2.111111111111111
16,66,1,2,1,9,52,2,1,1,2,1.0,0,-1,3,1,1.0,1.0,1,59,1.6
9,82,3,2,0,8,78,2,1,0,3,2.0,0,0,0,0,1.0,2.0,0,64,1.0
20,97,3,2,1,6,81,3,1,2,1,1.0,0,0,3,0,1.0,2.0,1,71,2.857142857142857
19,76,3,3,0,4,72,1,1,2,3,2.0,0,0,2,0,2.0,2.0,0,68,3.8
29,94,1,2,1,7,95,2,0,2,1,2.0,0,0,3,1,2.0,2.0,1,70,3.625
24,60,1,1,0,7,66,2,1,1,2,3.0,0,0,4,0,2.0,1.0,0,62,3.0
14,67,2,2,0,10,53,2,1,2,3,2.0,0,0,3,0,2.0,1.0,1,62,1.2727272727272727
31,61,3,2,0,7,84,2,1,2,2,2.0,1,0,3,0,1.0,1.0,1,68,3.875
27,73,2,2,0,8,80,1,1,3,2,2.0,1,-1,3,0,1.0,1.0,0,68,3.0
23,96,2,2,1,8,99,3,1,3,1,1.0,0,1,4,0,1.0,1.0,0,74,2.5555555555555554
19,64,1,2,0,8,62,2,1,0,3,2.0,0,1,4,1,2.0,1.0,1,61,2.111111111111111
14,84,2,2,1,8,70,2,1,1,1,3.0,0,0,5,0,2.0,1.0,1,67,1.5555555555555556
18,78,2,1,0,6,73,2,1,1,3,3.0,0,1,2,0,1.0,2.0,0,65,2.5714285714285716
27,98,1,2,1,6,93,1,0,5,3,3.0,0,1,3,0,1.0,2.0,0,101,3.857142857142857
31,65,2,1,1,7,71,2,1,1,1,2.0,0,0,4,0,1.0,2.0,1,65,3.875
29,68,2,2,0,4,89,2,1,0,2,2.0,1,0,4,1,2.0,1.0,1,67,5.8
17,61,2,3,1,7,58,1,1,2,1,2.0,0,1,3,1,1.0,1.0,0,61,2.125
13,77,2,2,0,6,70,2,1,3,2,3.0,0,0,4,1,1.0,1.0,1,64,1.8571428571428572
21,71,3,1,0,7,58,3,1,1,2,3.0,0,1,3,1,2.0,3.0,0,64,2.625
9,95,2,2,1,7,97,2,1,1,1,1.0,0,0,2,0,2.0,1.0,1,67,1.125
22,84,2,2,1,5,59,2,1,0,3,3.0,1,1,3,0,2.0,1.0,0,69,3.6666666666666665
19,85,3,2,1,9,71,1,1,1,2,3.0,0,1,2,0,3.0,2.0,0,69,1.9
17,81,3,2,0,7,54,2,1,4,1,2.0,0,1,3,0,1.0,1.0,0,67,2.125
10,64,2,3,0,8,96,2,1,1,2,2.0,0,0,3,0,1.0,2.0,1,62,1.1111111111111112
23,78,1,3,0,7,81,2,1,0,1,2.0,1,0,1,0,1.0,1.0,1,66,2.875
17,100,3,2,0,8,98,1,1,0,2,3.0,0,1,4,0,2.0,1.0,1,72,1.8888888888888888
13,93,2,2,1,5,52,1,1,2,2,2.0,0,1,3,0,2.0,1.0,0,67,2.1666666666666665
3,96,3,3,1,9,59,2,1,2,1,2.0,0,-1,3,0,2.0,2.0,0,66,0.3
20,93,1,1,1,8,69,2,1,2,1,2.0,0,0,4,0,1.0,2.0,1,67,2.2222222222222223
31,64,3,1,1,7,81,1,1,1,2,2.0,0,1,4,0,1.0,1.0,0,67,3.875
30,69,2,2,1,7,66,2,1,0,2,1.0,0,1,4,0,3.0,1.0,0,68,3.75
17,60,3,2,1,9,86,2,1,0,1,3.0,0,1,2,0,1.0,1.0,1,63,1.7
16,72,2,3,0,6,58,1,1,1,2,2.0,0,-1,2,0,1.0,3.0,1,62,2.2857142857142856
23,64,3,2,1,5,80,1,1,3,2,3.0,0,-1,2,1,2.0,2.0,0,65,3.8333333333333335
14,79,2,2,1,6,70,2,1,1,1,2.0,0,1,6,0,2.0,2.0,1,65,2.0
22,87,2,3,1,7,75,2,1,0,2,3.0,0,1,2,1,2.0,1.0,0,70,2.75
25,95,1,2,0,7,78,2,1,7,1,2.0,0,1,4,0,1.0,1.0,1,73,3.125
27,90,3,2,1,9,53,2,1,1,2,3.0,0,1,2,0,3.0,1.0,0,73,2.7
19,98,2,1,1,6,96,2,0,2,1,2.0,1,-1,2,0,1.0,2.0,1,68,2.7142857142857144
19,62,2,1,0,6,89,3,1,3,2,2.0,0,1,1,0,1.0,2.0,1,63,2.7142857142857144
15,60,2,1,1,5,72,3,1,2,3,3.0,0,1,2,0,1.0,1.0,1,62,2.5
15,86,3,2,1,8,77,2,1,0,2,2.0,0,1,3,0,3.0,1.0,1,69,1.6666666666666667
19,72,2,3,0,5,52,2,1,2,2,2.0,0,0,3,0,3.0,1.0,1,66,3.1666666666666665
22,70,2,3,1,8,75,3,1,0,2,2.0,1,1,3,0,3.0,1.0,1,68,2.4444444444444446
25,73,3,2,1,6,71,1,1,0,1,2.0,1,1,3,0,2.0,3.0,0,67,3.5714285714285716
15,71,3,3,1,6,69,1,1,2,1,3.0,1,-1,4,0,2.0,1.0,0,65,2.142857142857143
29,80,1,2,1,10,91,3,0,1,3,2.0,0,1,3,0,2.0,2.0,1,70,2.6363636363636362
18,78,1,2,1,9,59,3,0,0,3,3.0,1,1,1,0,1.0,2.0,0,64,1.8
20,80,1,1,1,7,59,3,1,2,2,3.0,1,0,3,0,1.0,2.0,1,65,2.5
16,87,2,2,0,5,76,3,1,1,1,3.0,1,0,2,0,3.0,3.0,0,67,2.6666666666666665
5,75,2,1,1,10,84,2,1,0,3,2.0,1,0,4,0,3.0,2.0,0,62,0.45454545454545453
25,70,2,2,1,7,51,3,1,3,1,2.0,0,1,4,0,1.0,2.0,1,66,3.125
24,67,3,3,1,7,77,1,1,0,3,2.0,0,1,2,0,2.0,1.0,0,68,3.0
18,74,2,1,0,8,65,3,1,0,2,3.0,0,1,4,0,2.0,2.0,0,64,2.0
20,90,3,1,0,4,88,2,1,3,1,2.0,0,-1,3,0,1.0,2.0,1,69,4.0
23,90,2,2,1,6,73,1,0,1,3,2.0,1,1,2,0,1.0,1.0,0,69,3.2857142857142856
11,87,2,2,1,7,92,2,1,1,2,2.0,0,1,5,0,1.0,2.0,0,67,1.375
17,69,2,2,1,7,70,1,1,0,1,3.0,0,0,3,1,2.0,2.0,1,61,2.125
25,84,3,2,1,5,91,1,1,1,2,2.0,0,1,4,1,3.0,2.0,0,70,4.166666666666667
12,83,1,2,1,7,86,1,1,1,3,2.0,0,-1,4,0,2.0,1.0,0,65,1.5
22,79,2,2,1,7,91,1,1,0,1,2.0,0,1,4,1,2.0,2.0,1,66,2.75
12,82,1,2,1,10,91,2,1,3,1,2.0,0,-1,3,0,3.0,1.0,1,66,1.0909090909090908
23,80,2,3,1,9,74,2,1,4,2,2.0,0,-1,3,0,1.0,2.0,1,69,2.3
20,83,2,2,1,7,68,3,1,1,2,2.0,0,1,1,0,1.0,1.0,0,67,2.5
10,89,3,3,1,7,88,2,1,2,3,2.0,1,1,2,0,3.0,1.0,0,71,1.25
27,64,3,3,1,9,68,3,1,1,1,3.0,1,0,4,0,1.0,1.0,1,68,2.7
16,90,2,2,0,7,54,3,0,2,2,2.0,0,1,3,0,1.0,1.0,0,67,2.0
15,65,3,2,0,5,93,1,1,2,1,2.0,0,0,4,1,1.0,1.0,0,63,2.5
21,63,2,2,0,10,70,1,1,1,3,3.0,1,1,2,0,2.0,1.0,0,64,1.9090909090909092
27,99,3,2,1,6,57,2,1,3,1,2.0,0,0,3,0,2.0,2.0,1,73,3.857142857142857
14,98,2,2,1,10,82,3,1,1,1,2.0,1,1,3,0,1.0,2.0,1,69,1.2727272727272727
20,62,3,1,0,8,94,3,1,1,2,2.0,0,1,3,0,1.0,1.0,0,65,2.2222222222222223
23,78,3,1,1,6,93,2,1,0,2,3.0,1,1,5,0,3.0,1.0,1,70,3.2857142857142856
24,67,3,2,1,4,78,1,1,1,1,3.0,0,1,2,0,1.0,1.0,0,67,4.8
21,79,2,1,1,8,54,3,1,3,1,2.0,0,1,3,0,3.0,2.0,0,67,2.3333333333333335
18,93,2,3,1,5,85,2,1,0,1,2.0,0,1,3,0,1.0,1.0,1,70,3.0
15,98,3,1,0,8,80,1,0,2,3,3.0,0,-1,2,0,3.0,1.0,0,69,1.6666666666666667
21,85,3,2,0,10,61,3,1,2,2,2.0,0,0,2,1,1.0,1.0,1,68,1.9090909090909092
14,74,2,3,0,5,95,3,1,1,1,3.0,0,1,3,1,2.0,1.0,1,66,2.3333333333333335
2,84,1,3,0,8,54,1,1,3,1,1.0,0,1,4,0,1.0,1.0,1,62,0.2222222222222222
23,72,2,2,1,6,69,1,1,2,3,2.0,0,1,4,0,1.0,1.0,1,67,3.2857142857142856
25,96,2,1,1,9,55,3,1,2,2,3.0,0,0,4,0,1.0,2.0,1,71,2.5
6,95,3,2,1,7,96,2,1,4,1,2.0,0,0,2,0,1.0,2.0,0,68,0.75
14,82,3,2,1,7,52,3,1,3,1,2.0,0,-1,2,0,1.0,1.0,0,66,1.75
24,73,1,2,1,9,71,3,1,0,1,2.0,0,0,3,0,1.0,2.0,1,64,2.4
32,72,3,2,1,8,93,1,1,1,1,2.0,1,0,4,0,3.0,1.0,0,71,3.5555555555555554
20,61,1,1,1,6,63,2,1,1,2,3.0,0,1,4,0,2.0,3.0,1,61,2.857142857142857
16,93,2,3,0,10,55,2,0,2,1,2.0,0,0,2,0,2.0,1.0,1,67,1.4545454545454546
19,78,2,1,1,5,56,1,1,3,3,2.0,0,0,4,0,2.0,2.0,0,65,3.1666666666666665
28,73,3,2,1,7,70,1,0,0,1,2.0,1,-1,6,0,2.0,2.0,0,66,3.5
16,79,3,3,1,6,71,2,1,2,1,3.0,0,0,4,0,1.0,1.0,0,68,2.2857142857142856
15,93,2,2,0,5,86,2,1,0,1,2.0,0,0,2,0,2.0,3.0,1,66,2.5
17,65,2,2,0,5,62,2,1,2,2,2.0,0,1,4,0,1.0,1.0,0,63,2.8333333333333335
14,94,1,1,1,7,85,1,1,1,3,2.0,0,0,3,0,1.0,2.0,0,66,1.75
21,96,2,3,0,8,100,2,1,1,3,2.0,1,1,2,0,2.0,1.0,0,73,2.3333333333333335
30,98,2,1,1,9,93,2,1,1,1,1.0,1,1,3,0,1.0,1.0,1,88,3.0
22,76,2,2,0,9,82,3,1,0,2,3.0,1,0,4,0,1.0,1.0,1,67,2.2
18,69,3,3,1,7,97,2,1,2,2,2.0,0,1,2,0,2.0,1.0,0,69,2.25
18,75,2,1,1,6,100,3,1,2,1,2.0,0,1,3,0,1.0,1.0,0,67,2.5714285714285716
11,73,2,3,1,9,79,2,1,1,1,3.0,0,0,2,0,1.0,1.0,1,64,1.1
25,67,2,3,1,6,64,2,0,0,1,2.0,0,0,2,0,1.0,2.0,1,64,3.5714285714285716
20,84,1,2,0,5,96,1,1,1,1,2.0,0,-1,2,0,1.0,1.0,1,65,3.3333333333333335
19,79,2,2,0,8,92,3,1,1,2,3.0,0,1,2,0,1.0,1.0,1,68,2.111111111111111
39,95,2,3,1,9,54,3,1,2,2,2.0,1,1,3,0,1.0,2.0,1,77,3.9
22,61,2,2,1,6,97,3,1,0,1,3.0,0,-1,2,1,1.0,1.0,1,63,3.142857142857143
15,86,3,3,1,10,68,2,1,0,3,2.0,0,0,5,0,2.0,1.0,1,69,1.3636363636363635
17,91,2,2,1,8,66,2,1,3,2,1.0,0,1,2,0,2.0,1.0,1,69,1.8888888888888888
27,90,2,1,0,8,67,2,1,2,2,2.0,0,-1,3,0,3.0,1.0,1,70,3.0
21,95,3,2,1,6,66,3,1,1,2,3.0,0,1,4,0,2.0,1.0,1,73,3.0
11,89,2,1,1,9,76,2,1,1,2,3.0,0,0,3,0,3.0,3.0,1,66,1.1
26,97,2,1,0,5,79,3,1,2,1,1.0,1,1,3,0,1.0,1.0,0,71,4.333333333333333
16,73,2,1,1,6,71,2,1,2,3,3.0,0,1,5,0,2.0,1.0,1,66,2.2857142857142856
31,80,2,2,1,6,71,3,1,2,1,3.0,0,0,3,0,1.0,1.0,0,71,4.428571428571429
26,61,2,1,1,5,87,2,1,3,3,3.0,0,1,2,1,1.0,1.0,1,66,4.333333333333333
17,60,2,3,1,8,50,3,1,0,1,3.0,0,1,4,0,1.0,1.0,0,63,1.8888888888888888
28,70,3,3,1,8,97,2,1,5,1,1.0,0,-1,5,1,1.0,1.0,1,70,3.111111111111111
20,64,3,2,1,8,86,2,1,1,2,2.0,0,0,2,0,3.0,1.0,1,66,2.2222222222222223
25,70,2,2,0,7,85,2,1,1,2,2.0,0,-1,4,0,1.0,1.0,1,66,3.125
23,67,2,2,0,8,71,3,1,2,2,2.0,0,0,4,0,2.0,2.0,0,66,2.5555555555555554
15,61,2,2,0,7,98,2,1,1,2,2.0,0,0,3,0,1.0,1.0,1,62,1.875
16,96,2,2,0,6,50,3,1,1,2,3.0,0,1,3,0,2.0,1.0,1,69,2.2857142857142856
26,60,1,3,1,6,54,1,1,1,1,2.0,1,1,1,0,3.0,2.0,1,63,3.7142857142857144
18,89,2,1,1,4,90,1,1,1,3,2.0,0,1,2,1,3.0,1.0,0,68,3.6
18,66,2,3,0,9,87,2,1,1,2,1.0,1,1,3,0,1.0,2.0,1,64,1.8
14,96,1,3,1,9,64,3,1,2,1,3.0,0,0,3,0,3.0,2.0,1,69,1.4
23,96,1,2,1,10,80,1,1,3,1,3.0,0,1,3,0,1.0,1.0,1,71,2.090909090909091
32,86,2,2,1,6,77,2,0,2,2,1.0,1,-1,4,0,1.0,1.0,1,71,4.571428571428571
14,87,2,2,0,6,76,2,1,1,1,2.0,1,1,4,0,2.0,3.0,0,66,2.0
20,60,2,2,1,4,80,1,1,2,3,2.0,1,1,3,1,2.0,2.0,1,63,4.0
28,99,1,2,1,8,100,1,1,0,2,2.0,0,1,2,0,1.0,3.0,1,72,3.111111111111111
20,95,2,2,1,8,99,1,0,1,1,2.0,1,0,3,0,2.0,1.0,0,70,2.2222222222222223
23,96,2,1,0,9,99,2,1,0,3,2.0,1,0,2,0,2.0,1.0,0,71,2.3
14,86,1,1,1,6,77,2,1,3,3,2.0,1,0,3,0,1.0,3.0,1,65,2.0
23,74,2,1,1,8,66,1,1,0,3,2.0,0,-1,4,0,3.0,1.0,0,65,2.5555555555555554
19,96,1,2,0,6,78,3,1,1,1,1.0,0,1,2,0,1.0,3.0,1,67,2.7142857142857144
26,72,3,2,0,9,81,3,1,0,2,3.0,0,0,3,0,1.0,1.0,1,68,2.6
27,83,2,2,1,8,66,2,1,3,2,2.0,0,1,4,0,2.0,3.0,0,70,3.0
36,64,2,2,1,5,82,2,1,2,2,3.0,1,1,2,0,1.0,1.0,0,70,6.0
23,97,1,3,1,7,81,1,1,2,2,3.0,0,0,3,0,1.0,1.0,1,72,2.875
22,66,2,3,0,4,95,2,1,1,1,1.0,0,0,5,0,2.0,2.0,1,65,4.4
21,69,2,2,1,5,62,3,1,2,1,2.0,0,1,3,0,1.0,1.0,1,65,3.5
18,82,3,2,1,5,85,3,1,3,2,3.0,1,0,4,0,3.0,1.0,1,71,3.0
22,91,3,3,1,6,73,1,1,3,3,2.0,0,1,4,0,3.0,1.0,1,74,3.142857142857143
18,85,1,2,0,7,56,1,1,0,1,2.0,1,1,4,0,1.0,2.0,1,64,2.25
21,69,2,2,0,7,66,3,1,1,2,2.0,1,0,4,0,1.0,3.0,0,64,2.625
28,60,2,3,1,7,53,1,1,3,1,2.0,1,0,3,0,1.0,1.0,0,65,3.5
14,90,1,2,1,7,66,2,1,1,2,2.0,0,0,5,0,2.0,1.0,1,67,1.75
27,99,3,2,0,7,53,1,1,2,1,3.0,0,0,3,0,2.0,1.0,1,73,3.375
28,92,1,3,0,5,96,3,1,1,2,1.0,0,0,3,0,2.0,2.0,1,72,4.666666666666667
19,78,2,2,0,7,55,1,1,0,2,2.0,0,1,3,0,2.0,1.0,1,65,2.375
7,96,2,3,0,9,91,2,1,0,1,2.0,0,0,4,0,2.0,1.0,1,67,0.7
16,76,2,2,1,7,95,1,1,2,2,2.0,0,-1,3,0,1.0,1.0,0,66,2.0
28,81,3,2,1,8,73,1,1,0,2,3.0,0,-1,3,0,3.0,1.0,1,70,3.111111111111111
20,79,3,2,0,8,53,2,1,2,2,2.0,1,0,3,0,1.0,2.0,0,66,2.2222222222222223
14,78,3,3,1,8,80,1,1,1,2,2.0,0,0,1,0,1.0,1.0,0,66,1.5555555555555556
17,91,2,1,1,7,62,1,1,3,3,2.0,0,-1,3,0,3.0,1.0,1,68,2.125
25,81,1,2,1,8,59,1,1,3,1,2.0,0,1,4,0,2.0,1.0,1,68,2.7777777777777777
23,73,3,3,0,8,78,1,1,0,3,2.0,0,0,4,0,1.0,2.0,0,67,2.5555555555555554
19,70,3,2,1,8,68,3,0,1,1,2.0,0,1,3,0,2.0,1.0,0,65,2.111111111111111
18,62,2,1,1,8,87,2,1,4,1,2.0,0,1,4,0,2.0,1.0,0,64,2.0
18,83,3,2,0,5,80,3,1,1,3,3.0,0,1,2,0,2.0,1.0,1,70,3.0
14,69,1,2,0,5,91,2,1,0,3,2.0,0,1,3,0,2.0,2.0,1,63,2.3333333333333335
30,66,2,3,0,6,53,1,0,2,1,2.0,0,1,2,0,1.0,1.0,1,65,4.285714285714286
18,86,1,2,1,9,62,2,1,4,2,2.0,0,-1,2,1,3.0,1.0,0,67,1.8
27,87,2,2,1,7,78,1,1,3,1,2.0,1,-1,5,0,1.0,1.0,0,71,3.375
29,90,3,2,1,7,94,2,1,1,1,1.0,1,0,4,0,1.0,1.0,0,73,3.625
26,80,2,2,0,4,91,1,1,1,1,2.0,1,0,3,0,1.0,3.0,1,67,5.2
17,96,3,2,1,7,84,2,1,2,1,3.0,1,1,3,0,2.0,1.0,0,72,2.125
22,97,2,2,0,7,79,3,1,2,2,3.0,0,1,0,0,1.0,3.0,1,71,2.75
20,92,2,3,1,4,82,3,1,0,2,2.0,0,0,4,0,3.0,1.0,1,72,4.0
15,85,3,3,1,7,61,2,1,1,2,3.0,0,-1,3,0,1.0,1.0,1,68,1.875
22,72,1,1,1,5,80,2,1,2,1,3.0,0,0,3,0,2.0,1.0,0,65,3.6666666666666665
13,99,3,2,0,6,75,1,1,1,2,2.0,0,1,4,1,2.0,3.0,0,68,1.8571428571428572
27,71,2,1,0,8,69,2,1,1,3,2.0,0,1,4,0,2.0,1.0,1,67,3.0
17,68,2,2,0,7,94,3,1,1,3,2.0,1,0,4,0,2.0,2.0,0,66,2.125
21,78,2,1,1,6,91,2,1,0,2,1.0,1,0,1,1,1.0,1.0,1,64,3.0
22,62,3,2,0,6,54,2,1,3,1,2.0,1,0,3,0,3.0,1.0,1,65,3.142857142857143
18,99,2,2,0,6,99,2,1,0,1,2.0,0,0,3,0,1.0,2.0,1,69,2.5714285714285716
24,84,2,2,1,7,61,2,1,2,2,2.0,0,1,2,0,1.0,3.0,1,68,3.0
17,82,3,3,0,5,61,2,1,3,2,2.0,0,0,4,0,3.0,1.0,1,69,2.8333333333333335
25,86,2,2,1,9,97,1,1,1,3,2.0,1,0,3,0,1.0,2.0,1,70,2.5
12,80,3,2,0,5,72,2,1,1,3,2.0,1,1,4,1,1.0,1.0,0,65,2.0
21,61,2,2,0,4,90,1,1,2,2,1.0,0,0,3,0,1.0,1.0,1,63,4.2
32,84,1,2,1,8,64,2,1,1,1,3.0,1,1,3,0,2.0,1.0,0,71,3.5555555555555554
14,89,2,3,1,6,94,1,1,0,1,2.0,1,0,2,0,3.0,1.0,1,68,2.0
16,77,2,2,1,7,92,3,1,5,1,3.0,0,1,3,0,3.0,1.0,0,70,2.0
23,90,2,3,1,8,76,3,1,2,2,1.0,0,1,3,0,1.0,1.0,0,72,2.5555555555555554
21,69,2,2,1,6,85,2,1,3,1,1.0,0,0,1,0,2.0,3.0,0,64,3.0
22,69,1,2,0,7,98,1,1,0,1,2.0,0,1,2,0,3.0,2.0,1,64,2.75
23,66,2,1,1,8,73,3,1,2,3,2.0,0,1,2,0,2.0,1.0,0,66,2.5555555555555554
24,75,2,3,1,9,75,3,1,0,2,3.0,0,1,3,0,2.0,3.0,1,69,2.4
27,94,2,1,0,6,86,2,1,2,2,2.0,1,0,2,0,1.0,1.0,0,71,3.857142857142857
22,93,2,3,1,6,69,3,1,0,3,1.0,0,-1,3,1,1.0,1.0,1,69,3.142857142857143
19,75,3,2,0,8,98,1,1,1,1,2.0,0,0,3,0,3.0,2.0,1,67,2.111111111111111
24,84,1,2,1,7,52,2,1,0,1,3.0,0,0,3,0,1.0,1.0,1,66,3.0
31,89,2,2,0,7,70,2,1,2,1,3.0,0,1,2,0,1.0,2.0,0,71,3.875
19,70,2,1,1,9,86,1,1,2,3,2.0,0,0,2,1,1.0,1.0,1,63,1.9
14,67,2,1,0,4,71,2,1,0,3,2.0,0,0,4,0,2.0,1.0,0,62,2.8
27,99,2,3,0,5,63,2,1,0,2,3.0,0,0,4,0,1.0,1.0,0,73,4.5
19,85,3,2,0,4,71,1,1,1,2,3.0,0,-1,3,0,1.0,3.0,0,66,3.8
7,99,3,2,1,9,94,2,1,3,3,3.0,0,1,2,0,3.0,2.0,1,72,0.7
25,74,3,1,1,8,77,1,1,1,1,2.0,0,0,2,0,3.0,2.0,0,67,2.7777777777777777
17,88,1,1,0,5,67,2,0,0,2,3.0,0,0,3,0,3.0,1.0,1,65,2.8333333333333335
19,69,2,2,1,7,84,2,1,2,2,2.0,0,0,4,0,1.0,1.0,1,66,2.375
22,70,3,2,1,7,81,1,1,3,2,2.0,0,0,2,0,3.0,2.0,0,68,2.75
21,80,2,3,1,4,78,2,1,1,2,3.0,1,0,4,0,1.0,1.0,0,69,4.2
24,73,3,2,1,7,70,2,1,0,3,2.0,0,-1,3,0,3.0,1.0,0,68,3.0
17,67,2,3,1,5,54,2,1,0,1,2.0,0,-1,2,0,1.0,2.0,1,61,2.8333333333333335
23,71,3,1,1,8,81,2,1,3,2,3.0,1,1,2,0,1.0,1.0,1,68,2.5555555555555554
18,61,3,1,1,5,71,1,1,3,3,3.0,1,0,3,0,2.0,1.0,1,64,3.0
24,88,2,1,1,7,71,1,0,1,1,3.0,0,0,3,0,2.0,2.0,1,67,3.0
24,80,1,3,1,9,62,3,1,3,3,1.0,0,0,3,0,1.0,2.0,1,68,2.4
14,64,2,3,0,8,62,1,1,1,2,3.0,0,1,4,1,1.0,2.0,1,61,1.5555555555555556
27,67,3,1,0,8,89,1,1,1,1,1.0,0,1,3,0,3.0,1.0,0,66,3.0
17,64,3,1,1,7,74,1,1,2,2,1.0,0,1,2,0,3.0,1.0,0,64,2.125
25,85,1,2,0,5,55,1,1,3,3,2.0,0,-1,3,0,1.0,2.0,0,67,4.166666666666667
22,64,2,3,0,6,52,1,1,2,3,2.0,1,-1,4,0,2.0,2.0,0,64,3.142857142857143
31,90,3,3,0,7,61,1,1,0,1,2.0,0,1,3,0,1.0,1.0,1,72,3.875
19,61,2,2,0,7,74,1,1,2,3,2.0,0,-1,3,0,3.0,3.0,1,62,2.375
18,70,3,2,1,5,81,1,1,2,1,2.0,1,-1,2,0,1.0,3.0,0,63,3.0
20,96,3,3,0,8,57,1,1,1,1,2.0,1,0,4,0,1.0,1.0,1,70,2.2222222222222223
18,89,3,2,0,5,72,1,1,3,2,2.0,0,1,3,0,2.0,2.0,1,69,3.0
25,63,1,2,1,9,54,2,1,3,2,1.0,0,1,2,0,1.0,1.0,1,64,2.5
10,93,1,2,0,7,52,2,1,2,2,2.0,0,1,3,0,3.0,1.0,1,66,1.25
14,80,1,2,1,8,93,2,1,3,1,3.0,1,1,4,0,1.0,1.0,0,67,1.5555555555555556
14,94,3,3,1,8,83,2,1,4,2,1.0,0,-1,5,1,3.0,1.0,0,71,1.5555555555555556
